t V T
9.37 -1.08745 0.492447
9.38 -1.08764 0.492642
9.39 -1.08784 0.492837
9.4 -1.08803 0.493032
9.41 -1.08823 0.493227
9.42 -1.08842 0.493422
9.43 -1.08862 0.493618
9.44 -1.08881 0.493814
9.45 -1.08901 0.49401
9.46 -1.08921 0.494207
9.47 -1.0894 0.494403
9.48 -1.0896 0.4946
9.49 -1.0898 0.494797
9.5 -1.08999 0.494995
9.51 -1.09019 0.495193
9.52 -1.09039 0.49539
9.53 -1.09059 0.495588
9.54 -1.09079 0.495787
9.55 -1.09099 0.495985
9.56 -1.09118 0.496184
9.57 -1.09138 0.496383
9.58 -1.09158 0.496583
9.59 -1.09178 0.496782
9.6 -1.09198 0.496982
9.61 -1.09218 0.497182
9.62 -1.09238 0.497382
9.63 -1.09258 0.497583
9.64 -1.09278 0.497783
9.65 -1.09298 0.497984
9.66 -1.09319 0.498185
9.67 -1.09339 0.498387
9.68 -1.09359 0.498589
9.69 -1.09379 0.49879
9.7 -1.09399 0.498993
9.71 -1.0942 0.499195
9.72 -1.0944 0.499398
9.73 -1.0946 0.4996
9.74 -1.0948 0.499804
9.75 -1.09501 0.500007
9.76 -1.09521 0.50021
9.77 -1.09541 0.500414
9.78 -1.09562 0.500618
9.79 -1.09582 0.500823
9.8 -1.09603 0.501027
9.81 -1.09623 0.501232
9.82 -1.09644 0.501437
9.83 -1.09664 0.501642
9.84 -1.09685 0.501848
9.85 -1.09705 0.502053
9.86 -1.09726 0.502259
9.87 -1.09747 0.502466
9.88 -1.09767 0.502672
9.89 -1.09788 0.502879
9.9 -1.09809 0.503086
9.91 -1.09829 0.503293
9.92 -1.0985 0.5035
9.93 -1.09871 0.503708
9.94 -1.09892 0.503916
9.95 -1.09912 0.504124
9.96 -1.09933 0.504332
9.97 -1.09954 0.504541
9.98 -1.09975 0.504749
9.99 -1.09996 0.504958
10 -1.10017 0.505168
10.01 -1.10038 0.505377
10.02 -1.10059 0.505587
10.03 -1.1008 0.505797
10.04 -1.10101 0.506007
10.05 -1.10122 0.506218
10.06 -1.10143 0.506429
10.07 -1.10164 0.50664
10.08 -1.10185 0.506851
10.09 -1.10206 0.507062
10.1 -1.10227 0.507274
10.11 -1.10249 0.507486
10.12 -1.1027 0.507698
10.13 -1.10291 0.50791
10.14 -1.10312 0.508123
10.15 -1.10334 0.508336
10.16 -1.10355 0.508549
10.17 -1.10376 0.508763
10.18 -1.10398 0.508976
10.19 -1.10419 0.50919
10.2 -1.1044 0.509404
10.21 -1.10462 0.509618
10.22 -1.10483 0.509833
10.23 -1.10505 0.510048
10.24 -1.10526 0.510263
10.25 -1.10548 0.510478
10.26 -1.10569 0.510694
10.27 -1.10591 0.510909
10.28 -1.10613 0.511125
10.29 -1.10634 0.511342
10.3 -1.10656 0.511558
10.31 -1.10677 0.511775
10.32 -1.10699 0.511992
10.33 -1.10721 0.512209
10.34 -1.10743 0.512427
10.35 -1.10764 0.512644
10.36 -1.10786 0.512862
10.37 -1.10808 0.51308
10.38 -1.1083 0.513299
10.39 -1.10852 0.513517
10.4 -1.10874 0.513736
10.41 -1.10896 0.513955
10.42 -1.10917 0.514175
10.43 -1.10939 0.514394
10.44 -1.10961 0.514614
10.45 -1.10983 0.514834
10.46 -1.11005 0.515055
10.47 -1.11028 0.515275
10.48 -1.1105 0.515496
10.49 -1.11072 0.515717
10.5 -1.11094 0.515939
10.51 -1.11116 0.51616
10.52 -1.11138 0.516382
10.53 -1.1116 0.516604
10.54 -1.11183 0.516826
10.55 -1.11205 0.517049
10.56 -1.11227 0.517271
10.57 -1.11249 0.517494
10.58 -1.11272 0.517718
10.59 -1.11294 0.517941
10.6 -1.11316 0.518165
10.61 -1.11339 0.518389
10.62 -1.11361 0.518613
10.63 -1.11384 0.518837
10.64 -1.11406 0.519062
10.65 -1.11429 0.519287
10.66 -1.11451 0.519512
10.67 -1.11474 0.519738
10.68 -1.11496 0.519963
10.69 -1.11519 0.520189
10.7 -1.11542 0.520415
10.71 -1.11564 0.520642
10.72 -1.11587 0.520868
10.73 -1.1161 0.521095
10.74 -1.11632 0.521322
10.75 -1.11655 0.521549
10.76 -1.11678 0.521777
10.77 -1.117 0.522005
10.78 -1.11723 0.522233
10.79 -1.11746 0.522461
10.8 -1.11769 0.52269
10.81 -1.11792 0.522918
10.82 -1.11815 0.523148
10.83 -1.11838 0.523377
10.84 -1.11861 0.523606
10.85 -1.11884 0.523836
10.86 -1.11907 0.524066
10.87 -1.1193 0.524296
10.88 -1.11953 0.524527
10.89 -1.11976 0.524757
10.9 -1.11999 0.524988
10.91 -1.12022 0.52522
10.92 -1.12045 0.525451
10.93 -1.12068 0.525683
10.94 -1.12091 0.525915
10.95 -1.12115 0.526147
10.96 -1.12138 0.526379
10.97 -1.12161 0.526612
10.98 -1.12184 0.526845
10.99 -1.12208 0.527078
11 -1.12231 0.527311
11.01 -1.12254 0.527545
11.02 -1.12278 0.527779
11.03 -1.12301 0.528013
11.04 -1.12325 0.528247
11.05 -1.12348 0.528482
11.06 -1.12372 0.528716
11.07 -1.12395 0.528951
11.08 -1.12419 0.529187
11.09 -1.12442 0.529422
11.1 -1.12466 0.529658
11.11 -1.12489 0.529894
11.12 -1.12513 0.53013
11.13 -1.12537 0.530367
11.14 -1.1256 0.530604
11.15 -1.12584 0.530841
11.16 -1.12608 0.531078
11.17 -1.12632 0.531315
11.18 -1.12655 0.531553
11.19 -1.12679 0.531791
11.2 -1.12703 0.532029
11.21 -1.12727 0.532268
11.22 -1.12751 0.532506
11.23 -1.12775 0.532745
11.24 -1.12798 0.532984
11.25 -1.12822 0.533224
11.26 -1.12846 0.533463
11.27 -1.1287 0.533703
11.28 -1.12894 0.533943
11.29 -1.12918 0.534184
11.3 -1.12942 0.534424
11.31 -1.12967 0.534665
11.32 -1.12991 0.534906
11.33 -1.13015 0.535148
11.34 -1.13039 0.535389
11.35 -1.13063 0.535631
11.36 -1.13087 0.535873
11.37 -1.13112 0.536115
11.38 -1.13136 0.536358
11.39 -1.1316 0.536601
11.4 -1.13184 0.536844
11.41 -1.13209 0.537087
11.42 -1.13233 0.53733
11.43 -1.13257 0.537574
11.44 -1.13282 0.537818
11.45 -1.13306 0.538062
11.46 -1.13331 0.538307
11.47 -1.13355 0.538551
11.48 -1.1338 0.538796
11.49 -1.13404 0.539042
11.5 -1.13429 0.539287
11.51 -1.13453 0.539533
11.52 -1.13478 0.539779
11.53 -1.13502 0.540025
11.54 -1.13527 0.540271
11.55 -1.13552 0.540518
11.56 -1.13576 0.540765
11.57 -1.13601 0.541012
11.58 -1.13626 0.541259
11.59 -1.13651 0.541507
11.6 -1.13675 0.541754
11.61 -1.137 0.542002
11.62 -1.13725 0.542251
11.63 -1.1375 0.542499
11.64 -1.13775 0.542748
11.65 -1.138 0.542997
11.66 -1.13825 0.543246
11.67 -1.1385 0.543496
11.68 -1.13875 0.543746
11.69 -1.139 0.543996
11.7 -1.13925 0.544246
11.71 -1.1395 0.544496
11.72 -1.13975 0.544747
11.73 -1.14 0.544998
11.74 -1.14025 0.545249
11.75 -1.1405 0.545501
11.76 -1.14075 0.545752
11.77 -1.141 0.546004
11.78 -1.14126 0.546256
11.79 -1.14151 0.546509
11.8 -1.14176 0.546761
11.81 -1.14201 0.547014
11.82 -1.14227 0.547267
11.83 -1.14252 0.547521
11.84 -1.14277 0.547774
11.85 -1.14303 0.548028
11.86 -1.14328 0.548282
11.87 -1.14354 0.548537
11.88 -1.14379 0.548791
11.89 -1.14405 0.549046
11.9 -1.1443 0.549301
11.91 -1.14456 0.549556
11.92 -1.14481 0.549812
11.93 -1.14507 0.550067
11.94 -1.14532 0.550323
11.95 -1.14558 0.55058
11.96 -1.14584 0.550836
11.97 -1.14609 0.551093
11.98 -1.14635 0.55135
11.99 -1.14661 0.551607
12 -1.14686 0.551864
12.01 -1.14712 0.552122
12.02 -1.14738 0.55238
12.03 -1.14764 0.552638
12.04 -1.1479 0.552896
12.05 -1.14816 0.553155
12.06 -1.14841 0.553414
12.07 -1.14867 0.553673
12.08 -1.14893 0.553932
12.09 -1.14919 0.554192
12.1 -1.14945 0.554452
12.11 -1.14971 0.554712
12.12 -1.14997 0.554972
12.13 -1.15023 0.555232
12.14 -1.15049 0.555493
12.15 -1.15075 0.555754
12.16 -1.15102 0.556015
12.17 -1.15128 0.556277
12.18 -1.15154 0.556539
12.19 -1.1518 0.556801
12.2 -1.15206 0.557063
12.21 -1.15233 0.557325
12.22 -1.15259 0.557588
12.23 -1.15285 0.557851
12.24 -1.15311 0.558114
12.25 -1.15338 0.558377
12.26 -1.15364 0.558641
12.27 -1.1539 0.558905
12.28 -1.15417 0.559169
12.29 -1.15443 0.559433
12.3 -1.1547 0.559697
12.31 -1.15496 0.559962
12.32 -1.15523 0.560227
12.33 -1.15549 0.560492
12.34 -1.15576 0.560758
12.35 -1.15602 0.561024
12.36 -1.15629 0.56129
12.37 -1.15656 0.561556
12.38 -1.15682 0.561822
12.39 -1.15709 0.562089
12.4 -1.15736 0.562356
12.41 -1.15762 0.562623
12.42 -1.15789 0.56289
12.43 -1.15816 0.563158
12.44 -1.15843 0.563426
12.45 -1.15869 0.563694
12.46 -1.15896 0.563962
12.47 -1.15923 0.564231
12.48 -1.1595 0.5645
12.49 -1.15977 0.564769
12.5 -1.16004 0.565038
12.51 -1.16031 0.565307
12.52 -1.16058 0.565577
12.53 -1.16085 0.565847
12.54 -1.16112 0.566117
12.55 -1.16139 0.566388
12.56 -1.16166 0.566658
12.57 -1.16193 0.566929
12.58 -1.1622 0.5672
12.59 -1.16247 0.567472
12.6 -1.16274 0.567743
12.61 -1.16302 0.568015
12.62 -1.16329 0.568287
12.63 -1.16356 0.568559
12.64 -1.16383 0.568832
12.65 -1.1641 0.569105
12.66 -1.16438 0.569378
12.67 -1.16465 0.569651
12.68 -1.16492 0.569924
12.69 -1.1652 0.570198
12.7 -1.16547 0.570472
12.71 -1.16575 0.570746
12.72 -1.16602 0.57102
12.73 -1.1663 0.571295
12.74 -1.16657 0.57157
12.75 -1.16684 0.571845
12.76 -1.16712 0.57212
12.77 -1.1674 0.572396
12.78 -1.16767 0.572672
12.79 -1.16795 0.572948
12.8 -1.16822 0.573224
12.81 -1.1685 0.5735
12.82 -1.16878 0.573777
12.83 -1.16905 0.574054
12.84 -1.16933 0.574331
12.85 -1.16961 0.574608
12.86 -1.16989 0.574886
12.87 -1.17016 0.575164
12.88 -1.17044 0.575442
12.89 -1.17072 0.57572
12.9 -1.171 0.575999
12.91 -1.17128 0.576278
12.92 -1.17156 0.576557
12.93 -1.17184 0.576836
12.94 -1.17212 0.577115
12.95 -1.17239 0.577395
12.96 -1.17267 0.577675
12.97 -1.17296 0.577955
12.98 -1.17324 0.578235
12.99 -1.17352 0.578516
13 -1.1738 0.578797
13.01 -1.17408 0.579078
13.02 -1.17436 0.579359
13.03 -1.17464 0.579641
13.04 -1.17492 0.579922
13.05 -1.1752 0.580204
13.06 -1.17549 0.580486
13.07 -1.17577 0.580769
13.08 -1.17605 0.581052
13.09 -1.17633 0.581334
13.1 -1.17662 0.581618
13.11 -1.1769 0.581901
13.12 -1.17718 0.582184
13.13 -1.17747 0.582468
13.14 -1.17775 0.582752
13.15 -1.17804 0.583036
13.16 -1.17832 0.583321
13.17 -1.17861 0.583605
13.18 -1.17889 0.58389
13.19 -1.17918 0.584176
13.2 -1.17946 0.584461
13.21 -1.17975 0.584746
13.22 -1.18003 0.585032
13.23 -1.18032 0.585318
13.24 -1.1806 0.585605
13.25 -1.18089 0.585891
13.26 -1.18118 0.586178
13.27 -1.18146 0.586465
13.28 -1.18175 0.586752
13.29 -1.18204 0.587039
13.3 -1.18233 0.587327
13.31 -1.18261 0.587615
13.32 -1.1829 0.587903
13.33 -1.18319 0.588191
13.34 -1.18348 0.588479
13.35 -1.18377 0.588768
13.36 -1.18406 0.589057
13.37 -1.18435 0.589346
13.38 -1.18464 0.589635
13.39 -1.18493 0.589925
13.4 -1.18521 0.590215
13.41 -1.1855 0.590505
13.42 -1.1858 0.590795
13.43 -1.18609 0.591086
13.44 -1.18638 0.591376
13.45 -1.18667 0.591667
13.46 -1.18696 0.591958
13.47 -1.18725 0.59225
13.48 -1.18754 0.592541
13.49 -1.18783 0.592833
13.5 -1.18813 0.593125
13.51 -1.18842 0.593417
13.52 -1.18871 0.59371
13.53 -1.189 0.594002
13.54 -1.1893 0.594295
13.55 -1.18959 0.594588
13.56 -1.18988 0.594882
13.57 -1.19018 0.595175
13.58 -1.19047 0.595469
13.59 -1.19076 0.595763
13.6 -1.19106 0.596057
13.61 -1.19135 0.596351
13.62 -1.19165 0.596646
13.63 -1.19194 0.596941
13.64 -1.19224 0.597236
13.65 -1.19253 0.597531
13.66 -1.19283 0.597827
13.67 -1.19312 0.598122
13.68 -1.19342 0.598418
13.69 -1.19371 0.598714
13.7 -1.19401 0.599011
13.71 -1.19431 0.599307
13.72 -1.1946 0.599604
13.73 -1.1949 0.599901
13.74 -1.1952 0.600198
13.75 -1.1955 0.600496
13.76 -1.19579 0.600793
13.77 -1.19609 0.601091
13.78 -1.19639 0.601389
13.79 -1.19669 0.601687
13.8 -1.19699 0.601986
13.81 -1.19728 0.602284
13.82 -1.19758 0.602583
13.83 -1.19788 0.602882
13.84 -1.19818 0.603182
13.85 -1.19848 0.603481
13.86 -1.19878 0.603781
13.87 -1.19908 0.604081
13.88 -1.19938 0.604381
13.89 -1.19968 0.604681
13.9 -1.19998 0.604982
13.91 -1.20028 0.605283
13.92 -1.20058 0.605584
13.93 -1.20088 0.605885
13.94 -1.20119 0.606186
13.95 -1.20149 0.606488
13.96 -1.20179 0.60679
13.97 -1.20209 0.607092
13.98 -1.20239 0.607394
13.99 -1.2027 0.607696
14 -1.203 0.607999
14.01 -1.2033 0.608302
14.02 -1.2036 0.608605
14.03 -1.20391 0.608908
14.04 -1.20421 0.609212
14.05 -1.20452 0.609515
14.06 -1.20482 0.609819
14.07 -1.20512 0.610123
14.08 -1.20543 0.610427
14.09 -1.20573 0.610732
14.1 -1.20604 0.611037
14.11 -1.20634 0.611342
14.12 -1.20665 0.611647
14.13 -1.20695 0.611952
14.14 -1.20726 0.612257
14.15 -1.20756 0.612563
14.16 -1.20787 0.612869
14.17 -1.20818 0.613175
14.18 -1.20848 0.613481
14.19 -1.20879 0.613788
14.2 -1.20909 0.614095
14.21 -1.2094 0.614401
14.22 -1.20971 0.614709
14.23 -1.21002 0.615016
14.24 -1.21032 0.615323
14.25 -1.21063 0.615631
14.26 -1.21094 0.615939
14.27 -1.21125 0.616247
14.28 -1.21156 0.616555
14.29 -1.21186 0.616864
14.3 -1.21217 0.617173
14.31 -1.21248 0.617481
14.32 -1.21279 0.61779
14.33 -1.2131 0.6181
14.34 -1.21341 0.618409
14.35 -1.21372 0.618719
14.36 -1.21403 0.619029
14.37 -1.21434 0.619339
14.38 -1.21465 0.619649
14.39 -1.21496 0.619959
14.4 -1.21527 0.62027
14.41 -1.21558 0.620581
14.42 -1.21589 0.620892
14.43 -1.2162 0.621203
14.44 -1.21651 0.621515
14.45 -1.21683 0.621826
14.46 -1.21714 0.622138
14.47 -1.21745 0.62245
14.48 -1.21776 0.622762
14.49 -1.21807 0.623074
14.5 -1.21839 0.623387
14.51 -1.2187 0.6237
14.52 -1.21901 0.624013
14.53 -1.21933 0.624326
14.54 -1.21964 0.624639
14.55 -1.21995 0.624953
14.56 -1.22027 0.625266
14.57 -1.22058 0.62558
14.58 -1.22089 0.625894
14.59 -1.22121 0.626208
14.6 -1.22152 0.626523
14.61 -1.22184 0.626837
14.62 -1.22215 0.627152
14.63 -1.22247 0.627467
14.64 -1.22278 0.627782
14.65 -1.2231 0.628098
14.66 -1.22341 0.628413
14.67 -1.22373 0.628729
14.68 -1.22404 0.629045
14.69 -1.22436 0.629361
14.7 -1.22468 0.629677
14.71 -1.22499 0.629994
14.72 -1.22531 0.63031
14.73 -1.22563 0.630627
14.74 -1.22594 0.630944
14.75 -1.22626 0.631261
14.76 -1.22658 0.631578
14.77 -1.2269 0.631896
14.78 -1.22721 0.632214
14.79 -1.22753 0.632532
14.8 -1.22785 0.63285
14.81 -1.22817 0.633168
14.82 -1.22849 0.633486
14.83 -1.2288 0.633805
14.84 -1.22912 0.634124
14.85 -1.22944 0.634443
14.86 -1.22976 0.634762
14.87 -1.23008 0.635081
14.88 -1.2304 0.6354
14.89 -1.23072 0.63572
14.9 -1.23104 0.63604
14.91 -1.23136 0.63636
14.92 -1.23168 0.63668
14.93 -1.232 0.637
14.94 -1.23232 0.637321
14.95 -1.23264 0.637641
14.96 -1.23296 0.637962
14.97 -1.23328 0.638283
14.98 -1.2336 0.638605
14.99 -1.23393 0.638926
15 -1.23425 0.639247
15.01 -1.23457 0.639569
15.02 -1.23489 0.639891
15.03 -1.23521 0.640213
15.04 -1.23554 0.640535
15.05 -1.23586 0.640857
15.06 -1.23618 0.64118
15.07 -1.2365 0.641503
15.08 -1.23683 0.641826
15.09 -1.23715 0.642149
15.1 -1.23747 0.642472
15.11 -1.2378 0.642795
15.12 -1.23812 0.643119
15.13 -1.23844 0.643442
15.14 -1.23877 0.643766
15.15 -1.23909 0.64409
15.16 -1.23941 0.644414
15.17 -1.23974 0.644738
15.18 -1.24006 0.645063
15.19 -1.24039 0.645388
15.2 -1.24071 0.645712
15.21 -1.24104 0.646037
15.22 -1.24136 0.646362
15.23 -1.24169 0.646688
15.24 -1.24201 0.647013
15.25 -1.24234 0.647339
15.26 -1.24266 0.647664
15.27 -1.24299 0.64799
15.28 -1.24332 0.648316
15.29 -1.24364 0.648642
15.3 -1.24397 0.648969
15.31 -1.2443 0.649295
15.32 -1.24462 0.649622
15.33 -1.24495 0.649949
15.34 -1.24528 0.650276
15.35 -1.2456 0.650603
15.36 -1.24593 0.65093
15.37 -1.24626 0.651258
15.38 -1.24659 0.651585
15.39 -1.24691 0.651913
15.4 -1.24724 0.652241
15.41 -1.24757 0.652569
15.42 -1.2479 0.652897
15.43 -1.24823 0.653225
15.44 -1.24855 0.653554
15.45 -1.24888 0.653882
15.46 -1.24921 0.654211
15.47 -1.24954 0.65454
15.48 -1.24987 0.654869
15.49 -1.2502 0.655198
15.5 -1.25053 0.655527
15.51 -1.25086 0.655857
15.52 -1.25119 0.656186
15.53 -1.25152 0.656516
15.54 -1.25185 0.656846
15.55 -1.25218 0.657176
15.56 -1.25251 0.657506
15.57 -1.25284 0.657836
15.58 -1.25317 0.658167
15.59 -1.2535 0.658497
15.6 -1.25383 0.658828
15.61 -1.25416 0.659159
15.62 -1.25449 0.65949
15.63 -1.25482 0.659821
15.64 -1.25515 0.660152
15.65 -1.25548 0.660483
15.66 -1.25581 0.660815
15.67 -1.25615 0.661147
15.68 -1.25648 0.661478
15.69 -1.25681 0.66181
15.7 -1.25714 0.662142
15.71 -1.25747 0.662474
15.72 -1.25781 0.662807
15.73 -1.25814 0.663139
15.74 -1.25847 0.663472
15.75 -1.2588 0.663804
15.76 -1.25914 0.664137
15.77 -1.25947 0.66447
15.78 -1.2598 0.664803
15.79 -1.26014 0.665136
15.8 -1.26047 0.66547
15.81 -1.2608 0.665803
15.82 -1.26114 0.666137
15.83 -1.26147 0.66647
15.84 -1.2618 0.666804
15.85 -1.26214 0.667138
15.86 -1.26247 0.667472
15.87 -1.26281 0.667806
15.88 -1.26314 0.66814
15.89 -1.26347 0.668475
15.9 -1.26381 0.668809
15.91 -1.26414 0.669144
15.92 -1.26448 0.669479
15.93 -1.26481 0.669813
15.94 -1.26515 0.670148
15.95 -1.26548 0.670483
15.96 -1.26582 0.670819
15.97 -1.26615 0.671154
15.98 -1.26649 0.671489
15.99 -1.26682 0.671825
16 -1.26716 0.67216
16.01 -1.2675 0.672496
16.02 -1.26783 0.672832
16.03 -1.26817 0.673168
16.04 -1.2685 0.673504
16.05 -1.26884 0.67384
16.06 -1.26918 0.674177
16.07 -1.26951 0.674513
16.08 -1.26985 0.674849
16.09 -1.27019 0.675186
16.1 -1.27052 0.675523
16.11 -1.27086 0.67586
16.12 -1.2712 0.676196
16.13 -1.27153 0.676534
16.14 -1.27187 0.676871
16.15 -1.27221 0.677208
16.16 -1.27255 0.677545
16.17 -1.27288 0.677883
16.18 -1.27322 0.67822
16.19 -1.27356 0.678558
16.2 -1.2739 0.678895
16.21 -1.27423 0.679233
16.22 -1.27457 0.679571
16.23 -1.27491 0.679909
16.24 -1.27525 0.680247
16.25 -1.27559 0.680585
16.26 -1.27592 0.680923
16.27 -1.27626 0.681262
16.28 -1.2766 0.6816
16.29 -1.27694 0.681939
16.3 -1.27728 0.682277
16.31 -1.27762 0.682616
16.32 -1.27795 0.682955
16.33 -1.27829 0.683294
16.34 -1.27863 0.683633
16.35 -1.27897 0.683972
16.36 -1.27931 0.684311
16.37 -1.27965 0.68465
16.38 -1.27999 0.684989
16.39 -1.28033 0.685329
16.4 -1.28067 0.685668
16.41 -1.28101 0.686008
16.42 -1.28135 0.686347
16.43 -1.28169 0.686687
16.44 -1.28203 0.687027
16.45 -1.28237 0.687367
16.46 -1.28271 0.687707
16.47 -1.28305 0.688047
16.48 -1.28339 0.688387
16.49 -1.28373 0.688727
16.5 -1.28407 0.689067
16.51 -1.28441 0.689407
16.52 -1.28475 0.689748
16.53 -1.28509 0.690088
16.54 -1.28543 0.690429
16.55 -1.28577 0.690769
16.56 -1.28611 0.69111
16.57 -1.28645 0.69145
16.58 -1.28679 0.691791
16.59 -1.28713 0.692132
16.6 -1.28747 0.692473
16.61 -1.28781 0.692814
16.62 -1.28815 0.693155
16.63 -1.2885 0.693496
16.64 -1.28884 0.693837
16.65 -1.28918 0.694178
16.66 -1.28952 0.694519
16.67 -1.28986 0.694861
16.68 -1.2902 0.695202
16.69 -1.29054 0.695544
16.7 -1.29089 0.695885
16.71 -1.29123 0.696227
16.72 -1.29157 0.696568
16.73 -1.29191 0.69691
16.74 -1.29225 0.697251
16.75 -1.29259 0.697593
16.76 -1.29294 0.697935
16.77 -1.29328 0.698277
16.78 -1.29362 0.698619
16.79 -1.29396 0.698961
16.8 -1.2943 0.699303
16.81 -1.29464 0.699645
16.82 -1.29499 0.699987
16.83 -1.29533 0.700329
16.84 -1.29567 0.700671
16.85 -1.29601 0.701013
16.86 -1.29636 0.701355
16.87 -1.2967 0.701698
16.88 -1.29704 0.70204
16.89 -1.29738 0.702382
16.9 -1.29772 0.702725
16.91 -1.29807 0.703067
16.92 -1.29841 0.70341
16.93 -1.29875 0.703752
16.94 -1.29909 0.704095
16.95 -1.29944 0.704437
16.96 -1.29978 0.70478
16.97 -1.30012 0.705122
16.98 -1.30047 0.705465
16.99 -1.30081 0.705808
17 -1.30115 0.70615
17.01 -1.30149 0.706493
17.02 -1.30184 0.706836
17.03 -1.30218 0.707179
17.04 -1.30252 0.707521
17.05 -1.30286 0.707864
17.06 -1.30321 0.708207
17.07 -1.30355 0.70855
17.08 -1.30389 0.708893
17.09 -1.30424 0.709236
17.1 -1.30458 0.709579
17.11 -1.30492 0.709921
17.12 -1.30526 0.710264
17.13 -1.30561 0.710607
17.14 -1.30595 0.71095
17.15 -1.30629 0.711293
17.16 -1.30664 0.711636
17.17 -1.30698 0.711979
17.18 -1.30732 0.712322
17.19 -1.30767 0.712665
17.2 -1.30801 0.713008
17.21 -1.30835 0.713351
17.22 -1.30869 0.713694
17.23 -1.30904 0.714037
17.24 -1.30938 0.71438
17.25 -1.30972 0.714724
17.26 -1.31007 0.715067
17.27 -1.31041 0.71541
17.28 -1.31075 0.715753
17.29 -1.3111 0.716096
17.3 -1.31144 0.716439
17.31 -1.31178 0.716782
17.32 -1.31212 0.717125
17.33 -1.31247 0.717468
17.34 -1.31281 0.717811
17.35 -1.31315 0.718154
17.36 -1.3135 0.718497
17.37 -1.31384 0.71884
17.38 -1.31418 0.719183
17.39 -1.31453 0.719526
17.4 -1.31487 0.719869
17.41 -1.31521 0.720212
17.42 -1.31555 0.720554
17.43 -1.3159 0.720897
17.44 -1.31624 0.72124
17.45 -1.31658 0.721583
17.46 -1.31693 0.721926
17.47 -1.31727 0.722269
17.48 -1.31761 0.722611
17.49 -1.31795 0.722954
17.5 -1.3183 0.723297
17.51 -1.31864 0.72364
17.52 -1.31898 0.723982
17.53 -1.31933 0.724325
17.54 -1.31967 0.724668
17.55 -1.32001 0.72501
17.56 -1.32035 0.725353
17.57 -1.3207 0.725695
17.58 -1.32104 0.726038
17.59 -1.32138 0.72638
17.6 -1.32172 0.726723
17.61 -1.32207 0.727065
17.62 -1.32241 0.727407
17.63 -1.32275 0.72775
17.64 -1.32309 0.728092
17.65 -1.32343 0.728434
17.66 -1.32378 0.728776
17.67 -1.32412 0.729118
17.68 -1.32446 0.729461
17.69 -1.3248 0.729803
17.7 -1.32514 0.730145
17.71 -1.32549 0.730487
17.72 -1.32583 0.730828
17.73 -1.32617 0.73117
17.74 -1.32651 0.731512
17.75 -1.32685 0.731854
17.76 -1.3272 0.732195
17.77 -1.32754 0.732537
17.78 -1.32788 0.732879
17.79 -1.32822 0.73322
17.8 -1.32856 0.733561
17.81 -1.3289 0.733903
17.82 -1.32924 0.734244
17.83 -1.32959 0.734585
17.84 -1.32993 0.734927
17.85 -1.33027 0.735268
17.86 -1.33061 0.735609
17.87 -1.33095 0.73595
17.88 -1.33129 0.736291
17.89 -1.33163 0.736631
17.9 -1.33197 0.736972
17.91 -1.33231 0.737313
17.92 -1.33265 0.737654
17.93 -1.33299 0.737994
17.94 -1.33333 0.738334
17.95 -1.33367 0.738675
17.96 -1.33402 0.739015
17.97 -1.33436 0.739355
17.98 -1.3347 0.739696
17.99 -1.33504 0.740036
18 -1.33538 0.740376
18.01 -1.33572 0.740715
18.02 -1.33606 0.741055
18.03 -1.33639 0.741395
18.04 -1.33673 0.741735
18.05 -1.33707 0.742074
18.06 -1.33741 0.742413
18.07 -1.33775 0.742753
18.08 -1.33809 0.743092
18.09 -1.33843 0.743431
18.1 -1.33877 0.74377
18.11 -1.33911 0.744109
18.12 -1.33945 0.744448
18.13 -1.33979 0.744787
18.14 -1.34013 0.745125
18.15 -1.34046 0.745464
18.16 -1.3408 0.745802
18.17 -1.34114 0.746141
18.18 -1.34148 0.746479
18.19 -1.34182 0.746817
18.2 -1.34215 0.747155
18.21 -1.34249 0.747493
18.22 -1.34283 0.747831
18.23 -1.34317 0.748168
18.24 -1.34351 0.748506
18.25 -1.34384 0.748843
18.26 -1.34418 0.74918
18.27 -1.34452 0.749518
18.28 -1.34485 0.749855
18.29 -1.34519 0.750192
18.3 -1.34553 0.750528
18.31 -1.34587 0.750865
18.32 -1.3462 0.751202
18.33 -1.34654 0.751538
18.34 -1.34687 0.751874
18.35 -1.34721 0.75221
18.36 -1.34755 0.752546
18.37 -1.34788 0.752882
18.38 -1.34822 0.753218
18.39 -1.34855 0.753554
18.4 -1.34889 0.753889
18.41 -1.34922 0.754225
18.42 -1.34956 0.75456
18.43 -1.34989 0.754895
18.44 -1.35023 0.75523
18.45 -1.35056 0.755564
18.46 -1.3509 0.755899
18.47 -1.35123 0.756234
18.48 -1.35157 0.756568
18.49 -1.3519 0.756902
18.5 -1.35224 0.757236
18.51 -1.35257 0.75757
18.52 -1.3529 0.757904
18.53 -1.35324 0.758237
18.54 -1.35357 0.758571
18.55 -1.3539 0.758904
18.56 -1.35424 0.759237
18.57 -1.35457 0.75957
18.58 -1.3549 0.759903
18.59 -1.35524 0.760235
18.6 -1.35557 0.760568
18.61 -1.3559 0.7609
18.62 -1.35623 0.761232
18.63 -1.35656 0.761564
18.64 -1.3569 0.761896
18.65 -1.35723 0.762227
18.66 -1.35756 0.762558
18.67 -1.35789 0.76289
18.68 -1.35822 0.763221
18.69 -1.35855 0.763552
18.7 -1.35888 0.763882
18.71 -1.35921 0.764213
